id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
1030,Clones de Gelo,Magias Iniciais,2,2,,Padrão,Pessoal,Conjurador,Sustentada,Defensiva,Água,"Você cria clones feitos de gelo e mana ao seu redor. Enquanto ao menos um clone existir, você recebe +2 de Defesa Base. Sempre que um ataque contra você for bem-sucedido, role 1d4: 1–3, o ataque atinge um clone e o destrói; 4, o ataque acerta você normalmente. Ataques em área e efeitos sem ataque direto ignoram os clones. Cria 2 clones de gelo."
1031,Colapso Oceânico,Magias Iniciais,2,2,,Completa,Médio,Local,Instantânea,Ofensiva,Água,Você comprime a umidade do ambiente em uma massa de água de alta pressão e a libera em uma explosão hidráulica devastadora. Criaturas em uma área de 9 metros devem realizar salvaguarda de Tenacidade. Falha: sofrem 2d6 de dano de Água e são arremessadas 9 metros para trás. Sucesso: recebem metade do dano e não são empurradas.
1032,Deformar Terreno,Magias Iniciais,2,2,,Padrão,Médio,Local,3 rodadas,Controle,Terra,"O conjurador distorce e fragmenta o solo em uma área, tornando o terreno instável e difícil de atravessar. Todas as criaturas dentro da área têm sua velocidade de movimento reduzida pela metade durante a duração. Área de 9 metros de raio."
1033,Esferas Trovejantes,Magias Iniciais,2,2,,Padrão,Pessoal,Conjurador,5 rodadas,Invocação,Trovão,"O conjurador cria 3 esferas de trovão que permanecem orbitando ao seu redor. Sempre que realizar uma magia, ele pode consumir uma das esferas para canalizar seu poder elétrico, escolhendo um dos seguintes efeitos: receber +2 na rolagem de Ataque Mágico, aumentar a CD da magia em +2, ou causar 1d8 de dano adicional de Trovão."
1034,Explosão Arcana,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Arcano,"O conjurador cria uma esfera de energia arcana e realiza um ataque mágico contra uma criatura. Em caso de sucesso, a esfera explode no impacto, causando 2d6 de dano Arcano ao alvo. Criaturas adjacentes devem realizar uma salvaguarda de Reflexos; em caso de falha, recebem o dano completo da explosão, e em caso de sucesso, recebem apenas metade do dano."
1035,Fúria da Terra,Magias Iniciais,2,2,,Padrão,Curto,Local,3 rodadas,Ofensiva,Terra,"O conjurador seleciona um ponto dentro do alcance, criando uma área com raio de 9 metros. Todas as criaturas na área devem realizar uma salvaguarda de Reflexos. Em caso de falha, a terra se ergue e se fecha em um círculo esmagador sob seus pés, causando 2d8 de dano de Terra. Em caso de sucesso, a criatura sofre metade do dano. Após a conjuração, a área afetada torna-se terreno difícil. Enquanto o efeito permanecer ativo, a região é considerada um terreno mágico selado e não pode ser alvo de magias ou efeitos mágicos."
1036,Grilhões de Mana,Magias Iniciais,2,2,,Padrão,Médio,Criatura,1 Rodada,Controle,Arcano,"O conjurador escolhe uma criatura que possa ver. O alvo deve realizar um teste de Foco; em caso de falha, seu deslocamento é reduzido pela metade e ele não pode realizar investidas. Além disso, ataques físicos e mágicos realizados contra o conjurador passam a ser feitos com desvantagem enquanto o efeito permanecer ativo."
1037,Impulso de Reação,Magias Iniciais,2,2,,Padrão,Curto,Criatura,1 Rodada,Defensiva,Trovão,"O conjurador envolve a criatura com o poder do trovão, acelerando seus reflexos e impulsos nervosos. Enquanto o efeito estiver ativo, a criatura recebe uma reação adicional por rodada. Este efeito não pode ser acumulado."
1038,Labirinto de Névoa,Magias Iniciais,2,2,,Padrão,Curto,Local,3 rodadas,Controle,Arcano,O conjurador invoca um campo de névoa arcana translúcida que distorce a percepção espacial dentro da área. Criaturas dentro da névoa enxergam caminhos que não existem e perdem a noção de direção. Cria uma névoa arcana em uma área de 9 metros de raio. Criaturas dentro da névoa ficam Confusas e têm seu deslocamento reduzido à metade. O conjurador e aliados designados no momento do conjuro são imunes ao efeito.
1039,Lâmina de Mana,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Arcano,"Você cria uma lâmina feita de energia arcana pura e realiza um corte mágico contra o alvo. Realize um ataque mágico contra a Defesa da criatura. Em caso de acerto, causa 2d8 de dano Arcano."
1040,Lâmina de Vento,Magias Iniciais,2,2,Armas do Tipo Cortante,Reação,Médio,Objeto,Instantânea,Encantamento,Vento,"O conjurador encanta uma arma com o poder do vento. Enquanto o efeito durar, seus ataques são considerados mágicos e causam 1d8 de dano adicional de Vento. Alternativamente, o portador pode liberar a energia acumulada na arma para realizar um ataque à distância utilizando Destreza. Em caso de acerto, o alvo sofre 2d6 de dano de Vento."
1041,Lança de Fogo,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo mágico flamejante que dispara lanças de fogo contra um alvo. Realize um ataque mágico. Em caso de sucesso, o alvo sofre 2d6 de dano de Fogo. Em caso de acerto crítico, além do dano normal, o alvo recebe a condição Em Chamas por 3 rodadas."
1042,Lança de Gelo,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Água,"O conjurador cria um círculo mágico congelante que dispara lanças de gelo contra um alvo. Realize um ataque mágico. Em caso de sucesso, o alvo sofre 2d6 de dano de Água. Em caso de acerto crítico, além do dano normal, o alvo recebe a condição Congelado por 1 rodadas."
1043,Lança Trovejante,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Trovão,"O conjurador cria um círculo trovejante que libera uma poderosa onda de choque em um cone de 6 metros. Todas as criaturas na área devem realizar uma salvaguarda de Tenacidade. Em caso de sucesso, sofrem apenas metade do dano. Em caso de falha, recebem 2d6 de dano de Trovão. Se a salvaguarda resultar em falha crítica, a criatura também fica Paralisada por 1 rodada."
1044,Manto Arcano,Magias Iniciais,2,2,,Padrão,Pessoal,Conjurador,1 Rodada,Defensiva,Arcano,"Você envolve seu corpo com uma camada condensada de energia arcana instável, criando um escudo temporário que absorve parte do dano recebido. Este efeito não é acumulativo com outros efeitos de absorção de dano. O Manto absorve até 10 pontos de dano mágico antes de ser rompido. Se o escudo não for totalmente consumido no início do turno, o conjurador recupera 1d4 de Mana."
1045,Orbe de Vento,Magias Iniciais,2,2,,Completa,Curto,Local,Instantânea,Ofensiva,Vento,"Você cria um pequeno orbe instável de vento e o lança em um ponto dentro do alcance, causando uma explosão de ar comprimido. Criaturas em um raio de 3 metros devem realizar salvaguarda de Reflexo. Falha: sofrem 1d10 de dano de Vento; Sucesso: metade do dano."
1046,Palmas da Terra,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Terra,"Duas enormes mãos de pedra emergem do solo e se fecham sobre a criatura alvo. O conjurador realiza um ataque mágico; o resultado define a CD da salvaguarda de Reflexo do alvo. Se falhar, a criatura sofre dano e fica Atordoada até o início do próximo turno. Em sucesso, evita completamente o efeito. Em caso de falha na salvaguarda de Reflexo, a criatura sofre 2d6 de dano de impacto e fica Atordoada."
1047,Pântano dos Mortos,Magias Iniciais,2,2,,Padrão,Curto,Local,3 rodadas,Controle,Terra,"Você transforma o solo em um pântano onde mãos espectrais emergem do chão. Criaturas na área devem realizar salvaguarda de Atletismo contra a CD de magia: em falha, ficam Imobilizadas e podem repetir o teste no início de cada turno para escapar. O terreno é considerado difícil. Área de 9 metros de raio. CD de Atletismo igual à CD de magia do conjurador."
1048,Passos de Vento,Magias Iniciais,2,2,,Movimento,Pessoal,Conjurador,1 Rodada,Defensiva,Vento,"Você envolve seu corpo com correntes de ar acelerado, aumentando drasticamente sua velocidade ao usar sua ação de movimento. Seu deslocamento aumenta em +9 metros neste turno."
1049,Percepção dos Ventos,Magias Iniciais,2,2,,Padrão,Longo,Local,Sustentada,Controle,Vento,"O conjurador expande sua percepção através do fluxo do ar, detectando deslocamentos e alterações sutis. Detecta presença, direção e movimentação aproximada de criaturas (incluindo invisíveis) pelas perturbações no vento. Ambientes sem circulação de ar podem reduzir os efeitos. Detecta movimentação de criaturas em até 18 metros ao redor."
1050,Petrificar,Magias Iniciais,2,2,,Padrão,Curto,Criatura,1 Rodada,Controle,Terra,"Você atinge uma criatura com energia pétrea. Realize um ataque mágico contra a Defesa do alvo. Em caso de sucesso, a criatura é parcialmente petrificada. O alvo tem o movimento reduzido pela metade e sofre penalidade de –2 em ataques físicos."
1051,Prisão da Terra,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Sustentada,Controle,Terra,"Correntes metálicas emergem do solo ao redor de uma criatura. O alvo deve realizar uma salvaguarda de Reflexos; em caso de falha, fica paralisado e incapaz de se mover. A habilidade é sustentada a cada rodada, permitindo que o alvo realize um novo teste de salvaguarda com vantagem para tentar romper as correntes."
1052,Prisão de Água,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Sustentada,Controle,Água,"O conjurador cria uma esfera de água ao redor da criatura alvo. Realize um ataque mágico; em caso de sucesso, o alvo fica aprisionado e deve realizar uma salvaguarda de Luta para escapar. Enquanto estiver aprisionado, a criatura não consegue respirar e sofre 1d10 de dano direto por sufocamento ao final de cada turno (este dano ignora redução de dano). Criaturas que não necessitam respirar ou que possuem respiração aquática são imunes ao efeito de sufocamento. No início do turno do conjurador, é necessária manutenção da magia com custo de Mana igual ao gasto na conjuração; caso não seja mantida, a magia é dissipada."
1053,Projétil de Pedra,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Terra,"O conjurador cria um projétil compacto de pedra e o arremessa contra o alvo. Este ataque possui propriedades penetrantes. Realize um ataque mágico; em caso de sucesso, o alvo sofre 2d8 de dano de Terra. Em caso de acerto crítico, o impacto abre uma ferida profunda, aplicando a condição Sangramento."
1054,Rajada Congelante,Magias Iniciais,2,2,,Padrão,Curto,Local,Instantânea,Ofensiva,Água,"O conjurador realiza um ataque mágico e libera uma rajada congelante em linha reta de até 9 metros. Criaturas atingidas na área sofrem 2d10 de dano de Água. Em caso de acerto crítico, o frio extremo as envolve completamente, aplicando a condição Congelado por 1 rodada."
1055,Rajadas Arcanas Sequenciais,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Arcano,"O conjurador cria um círculo arcano que dispara três rajadas de energia contra um alvo. Realize um único ataque mágico. Em caso de acerto, as três rajadas atingem o alvo, sendo tratadas como fontes de dano distintas que utilizam a mesma rolagem de ataque. Cada rajada causa 1d6 + Intelecto do conjurador de dano Arcano."
1056,Relâmpago,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Trovão,"O conjurador invoca um poderoso relâmpago contra a criatura alvo. Realize um ataque mágico; em caso de sucesso, o alvo sofre 2d6 de dano de Trovão. Em caso de acerto crítico, além do dano, a criatura fica Atordoada por 2 rodadas."
1057,Tornado de Vento,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Vento,"O conjurador realiza um ataque mágico contra uma criatura. Em caso de sucesso, a força do impacto a arremessa para trás até 9 metros, causando 2d6 de dano de Vento. Caso a criatura colida com algum obstáculo durante o deslocamento, ela fica Atordoada por 1 rodada."
1058,Transferência de Mana,Magias Iniciais,2,2,,Padrão,Toque,Criatura,Instantânea,Utilidade,Arcano,O conjurador transfere parte de sua própria energia mágica para uma criatura aliada. O alvo recupera Mana igual ao Intelecto do conjurador. O conjurador perde a mesma quantidade de Mana transferida. Esta magia não pode aumentar a Mana do alvo acima do máximo. O alvo recupera Mana igual ao Intelecto do conjurador.
1059,Véu de Bruma,Magias Iniciais,2,2,,Reação,Pessoal,Conjurador,Instantânea,Defensiva,Água,"Quando o conjurador é alvo de um ataque, ele se dissolve parcialmente em bruma antes do impacto. O ataque sofre Desvantagem. Se o ataque errar, o conjurador pode teleportar até 3 metros para qualquer espaço visível como parte da reação, emergindo da névoa. Se o ataque acertar, apenas metade do dano é sofrida."
1060,Acelerar,Magias Sagradas,2,2,,Padrão,Curto,Criatura,1 Rodada,Encantamento,Sagrada,"O conjurador escolhe uma criatura e concede a Benção do Acelerar. A criatura encantada pode escolher, durante seu turno, ganhar um movimento adicional ou uma reação adicional. Esta habilidade não pode ser acumulada."
1061,Amanhecer Eterno,Magias Sagradas,2,2,,Completa,Longo,Local,Sustentada,Utilidade,Sagrada,"O conjurador cria uma área de luz semelhante ao amanhecer em um raio de 9 metros. Aliados dentro da área recuperam 1d4 + Presença em vida. Criaturas do Elemento Negativo e mortos-vivos, em vez de serem curados, sofrem dano equivalente; essas criaturas podem realizar uma salvaguarda de Reflexos para se deslocarem para um espaço adjacente fora do raio da magia."
